OBJECTID,landscape position,drainage_association,ridge,mortality,prefire,mortality_qual,canopy_loss_success,canopy_loss_failure,tc_mortality,postfire_canopy,postfire,Change_in_canopy_success,Change_in_canopy_failure,Change_Qualitative,high_mortality,no_mortality,postfire_success,postfire_failure,centroid_l,Shape_Leng,Shape_Area,area_scaled,random_sor,all_environment_variables.1,all_environment_variables.2,all_environment_variables.3,all_environment_variables.4,all_environment_variables.5,all_environment_variables.6,all_environment_variables.7,aspect,dem_10m_zaca,flow_accumulation,sr,sr_new,rain,slope,tmax,tmax_scaled,tmean,tmin,TPI_five,TPI_queen,TWI,fri,dem_scaled,insolation_scaled,tmean_scaled,southness,precip,cwd,ndvi,rdnbr_2007,vpd_aug,vpd_jan,dnbr_2007,ndmi_2006
49,,A,N,5,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7141442775157, -119.792610708714",1120.000054,32550.00992,32.55000992,0.982655,1718.566505,1151080.574,1230.949951,-0.043350456,-0.017895772,4.911533966,84,252.5730552,1718.566505,38.09597523,1151080.574,115.1080574,1230.949951,28.29211009,27.77000046,2.777000046,12.36999989,0.910000026,-0.043350456,-0.017895772,4.911533966,84,1.718566505,11.51080574,1.236999989,72.57305516,12.30949951,741.3049657,0.639081488,202.9590036,25.29421442,8.611265211,0.166485706,0.426092878
50,,N,N,50,75_100,Moderate,500,500,0,25_75,Moderate,250,750,Low,0,,500,500,"34.715669645075, -119.799205069538",839.99964,17425.00882,17.42500882,0.12087,1805.773861,1508066.845,1231.339966,0.091378246,0.043848015,5.369070146,84,90.17061182,1805.773861,7.964705882,1508066.845,150.8066845,1231.339966,20.46217737,26.65999985,2.665999985,12.90999985,2.660000086,0.091378246,0.043848015,5.369070146,84,1.805773861,15.08066845,1.290999985,89.82938818,12.31339966,711.2377228,0.638506813,366.8110817,23.57724791,8.845266867,0.281199016,0.336038824
51,,A,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7184248427762, -119.797449255642",470.0006224,7850.011164,7.850011164,0.772856,1748.135272,1272730.879,1231.339966,0.178422546,0.054575348,4.959982309,84,287.533247,1748.135272,69.1,1272730.879,127.2730879,1231.339966,21.94030633,26.65999985,2.665999985,12.90999985,2.660000086,0.178422546,0.054575348,4.959982309,84,1.748135272,12.72730879,1.290999985,107.533247,12.31339966,725.9932861,0.625783707,258.928743,24.69781437,8.747056007,0.206197762,0.37035638
52,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7060234163645, -119.792102626732",680.0005324,12800.00705,12.80000705,0.470889,1758.811521,1592240.653,1213.140015,-0.916693793,-0.35764119,6.290772219,84,106.7213475,1758.811521,40.26190476,1592240.653,159.2240653,1213.140015,15.16831653,26.84000015,2.684000015,12.81999969,2.380000114,-0.916693793,-0.35764119,6.290772219,84,1.758811521,15.92240653,1.281999969,73.27865255,12.13140015,768.6487122,0.665909486,313.7168694,24.50385571,8.77058615,0.245185069,0.33629625
53,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.707053506181, -119.791566069778",729.9998348,14425.00497,14.42500497,0.559305,1750.041073,1286732.731,1213.140015,-1.030245463,-0.410389264,5.414723853,84,69.23056947,1750.041073,59.47222222,1286732.731,128.6732731,1213.140015,25.3055184,26.84000015,2.684000015,12.81999969,2.380000114,-1.030245463,-0.410389264,5.414723853,84,1.750041073,12.86732731,1.281999969,110.7694305,12.13140015,747.5134603,0.633306138,126.8802053,24.21068179,8.81722126,0.094366087,0.323380354
54,,A,N,5,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7090176206194, -119.788583683041",1560.000374,28799.99338,28.79999338,0.446043,1761.644845,1400568.123,1211.988297,-0.391167677,-0.147502805,5.707206013,84,233.9637144,1761.644845,50.78245614,1400568.123,140.0568123,1211.988297,18.82421797,26.84694753,2.684694753,12.81575409,2.369965018,-0.391167677,-0.147502805,5.707206013,84,1.761644845,14.00568123,1.281575409,53.96371437,12.11988297,742.0560226,0.609198698,247.659085,24.34836894,8.76766935,0.188214664,0.320124494
55,,A,N,50,75_100,Moderate,500,500,0,25_75,Moderate,250,750,Low,0,,500,500,"34.7136272738535, -119.793937362716",790.0026377,11150.00034,11.15000034,0.360943,1737.383413,1268014.406,1228.90102,-0.752660701,-0.275119613,6.100395861,84,308.4671863,1737.383413,22.6460177,1268014.406,126.8014406,1228.90102,21.45196564,27.66300927,2.766300927,12.42176978,1.079115081,-0.752660701,-0.275119613,6.100395861,84,1.737383413,12.68014406,1.242176978,128.4671863,12.2890102,713.5819397,0.647310184,416.3223959,24.58057404,8.69189964,0.345815699,0.421276193
56,,A,N,50,25_75,Moderate,500,500,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7171521019914, -119.798436313854",1900.001291,36925.00414,36.92500414,0.539232,1780.201682,1476087.746,1231.339966,-0.404491184,-0.15586226,6.473252321,84,145.116968,1780.201682,75.18356164,1476087.746,147.6087746,1231.339966,13.11998252,26.65999985,2.665999985,12.90999985,2.660000086,-0.404491184,-0.15586226,6.473252321,84,1.780201682,14.76087746,1.290999985,34.883032,12.31339966,719.9805,0.580202516,574.8244501,23.83639686,8.829136405,0.388827597,0.244469518
57,,A,N,25,75_100,Low,250,750,0,75_100,High,0,1000,None,0,,875,125,"34.7116613080261, -119.790793230949",569.9997271,9550.00324,9.55000324,0.780936,1744.58419,1383117.577,1213.140015,-0.535794576,-0.201297283,5.49486308,84,66.98148345,1744.58419,15.80208333,1383117.577,138.3117577,1213.140015,24.75617456,26.84000015,2.684000015,12.81999969,2.380000114,-0.535794576,-0.201297283,5.49486308,84,1.74458419,13.83117577,1.281999969,113.0185166,12.13140015,736.021637,0.656551504,252.9225403,24.80505466,8.709136581,0.20359776,0.386705855
58,,N,N,5,1_25,None,0,1000,0,1_25,Low,0,1000,None,0,,125,875,"34.7059188709391, -119.780859285126",580.0010276,11550.00506,11.55000506,0.0367506,1749.019372,1542120.42,1183.300049,0.43583813,0.162347091,4.868299445,84,98.90965451,1749.019372,2.877192982,1542120.42,154.212042,1183.300049,13.61707412,27.02000046,2.702000046,12.71000004,2.119999886,0.43583813,0.162347091,4.868299445,84,1.749019372,15.4212042,1.271000004,81.09034549,11.83300049,767.0494573,0.4267798,151.2541375,25.76206706,8.648985643,0.080546482,0.065023319
59,,N,N,50,75_100,Moderate,500,500,0,25_75,Moderate,250,750,Low,0,,500,500,"34.7125974010956, -119.79167855442",1170.001056,19774.9944,19.7749944,0.888748,1738.910767,1263408.484,1229.709458,0.347404214,0.115910392,4.960843015,84,54.57687824,1738.910767,87.12935323,1263408.484,126.3408484,1229.709458,25.65117078,27.70522432,2.770522432,12.40134316,1.012388092,0.347404214,0.115910392,4.960843015,84,1.738910767,12.63408484,1.240134316,125.4231218,12.29709458,738.2105129,0.635317892,252.0051041,25.33075689,8.617918844,0.198781275,0.379960807
60,,N,Y,0,1_25,None,0,1000,0,1_25,Low,0,1000,None,0,,125,875,"34.7055312263765, -119.782318489465",619.9993295,6550.011522,6.550011522,0.571396,1744.256058,1656094.31,1183.300049,1.033773394,0.389946326,4.375470471,84,207.7558903,1744.256058,1.626865672,1656094.31,165.609431,1183.300049,18.23322419,27.02000046,2.702000046,12.71000004,2.119999886,1.033773394,0.389946326,4.375470471,84,1.744256058,16.5609431,1.271000004,27.75589029,11.83300049,764.5604161,0.474496294,117.9704301,25.50602995,8.672301837,0.068149762,0.100453034
61,,A,N,0,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7184371907026, -119.801656491234",810.0007385,7275.007803,7.275007803,0.382527,1790.509567,1516973.078,1231.339966,-1.495724368,-0.561911249,6.86830115,84,97.61570461,1790.509567,807.8181818,1516973.078,151.6973078,1231.339966,21.23274238,26.65999985,2.665999985,12.90999985,2.660000086,-1.495724368,-0.561911249,6.86830115,84,1.790509567,15.16973078,1.290999985,82.38429539,12.31339966,709.6773804,0.61061434,589.9253235,23.3219944,8.776591873,0.393636027,0.186861905
62,,A,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7189821530346, -119.79606512609",720.0010343,17225.00019,17.22500019,0.26159,1700.240827,1088808.453,1231.195431,-0.937794405,-0.350312356,5.651308638,84,32.19206743,1700.240827,833.1470588,1088808.453,108.8808453,1231.195431,31.51141095,27.07135301,2.707135301,12.70988221,2.011470652,-0.937794405,-0.350312356,5.651308638,84,1.700240827,10.88808453,1.270988221,147.8079326,12.31195431,726.9373205,0.668514472,274.7796366,25.39656639,8.67930833,0.227589069,0.414612806
63,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7080594227795, -119.791062061793",739.9984352,7100.005424,7.100005424,0.421634,1750.418937,1636778.216,1213.140015,0.241155755,0.107391148,5.043057455,84,201.8271747,1750.418937,4.452054795,1636778.216,163.6778216,1213.140015,17.6059615,26.84000015,2.684000015,12.81999969,2.380000114,0.241155755,0.107391148,5.043057455,84,1.750418937,16.36778216,1.281999969,21.82717467,12.13140015,739.8789368,0.626440174,337.1238861,24.11791706,8.830870271,0.255242549,0.319088421
64,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7129578787228, -119.790894033519",989.9988472,26125.0109,26.1250109,0.654702,1723.652281,1315860.16,1226.430005,-0.59851814,-0.221750953,6.141072517,84,75.74018546,1723.652281,156.4621212,1315860.16,131.586016,1226.430005,24.44698126,27.53397765,2.753397765,12.48420438,1.28306823,-0.59851814,-0.221750953,6.141072517,84,1.723652281,13.1586016,1.248420438,104.2598145,12.26430005,737.9971553,0.682609218,167.2920174,25.1595367,8.651220424,0.137334188,0.431649419
65,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7188379337254, -119.799311920403",1201.076771,18866.26274,18.86626274,0.332211,1747.865954,1300670.395,1231.339966,-1.621385544,-0.622484666,6.719267282,84,46.65670344,1747.865954,1201.42246,1300670.395,130.0670395,1231.339966,22.72495742,26.65999985,2.665999985,12.90999985,2.660000086,-1.621385544,-0.622484666,6.719267282,84,1.747865954,13.00670395,1.290999985,133.3432966,12.31339966,721.3827772,0.673884781,342.5144922,24.01507568,8.805594093,0.284592246,0.414450875
66,,A,N,0,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7168014886732, -119.785299278073",990.0003471,30325.01385,30.32501385,0.176835,1733.867537,1261238.75,1183.780029,-0.12453261,-0.041530993,5.32940937,84,318.9334072,1733.867537,16.41610738,1261238.75,126.123875,1183.780029,24.86614724,27.37000084,2.737000084,12.5,1.419999957,-0.12453261,-0.041530993,5.32940937,84,1.733867537,12.6123875,1.25,138.9334072,11.83780029,752.7440101,0.672060081,206.3287038,25.49219582,8.700049957,0.173206787,0.440553959
67,,A,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7112262695948, -119.804273024938",910.0005434,14100.01244,14.10001244,0.889025,1872.568361,1701273.059,1234.652271,-0.62674299,-0.239872851,5.523004164,84,187.3210334,1872.568361,25.25,1701273.059,170.1273059,1234.652271,20.62898676,25.96085761,2.596085761,12.57199993,2.352857225,-0.62674299,-0.239872851,5.523004164,84,1.872568361,17.01273059,1.257199993,7.321033369,12.34652271,687.2004166,0.597283479,305.1995373,22.40221405,8.59024334,0.211380952,0.240535277
68,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7136454337276, -119.802478813711",770.0014367,11400.00173,11.40000173,0.670793,1876.911034,1465212.148,1231.339966,-0.609315614,-0.235240627,6.068178656,84,71.67693455,1876.911034,31.83783784,1465212.148,146.5212148,1231.339966,20.19726699,26.65999985,2.665999985,12.90999985,2.660000086,-0.609315614,-0.235240627,6.068178656,84,1.876911034,14.65212148,1.290999985,108.3230655,12.31339966,672.3851596,0.55153087,222.2887226,22.76446551,8.699368564,0.152032914,0.230586946
69,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7082608285072, -119.795052986219",1630.001978,45975.01339,45.97501339,0.296402,1819.95495,1569036.738,1224.077944,-0.005025756,-0.007588308,6.009427326,84,84.12481486,1819.95495,10.83766234,1569036.738,156.9036738,1224.077944,9.688115274,26.62655871,2.662655871,12.83123372,2.484848589,-0.005025756,-0.007588308,6.009427326,84,1.81995495,15.69036738,1.283123372,95.87518514,12.24077944,706.3471265,0.365666636,218.7950619,23.40524745,8.796523382,0.108947147,0.015586509
70,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7125152207983, -119.802374721214",1240.000359,30450.01964,30.45001964,0.449676,1882.04335,1499415.995,1236.584238,-0.217364283,-0.086063745,5.736051045,84,141.1408908,1882.04335,17.50814332,1499415.995,149.9415995,1236.584238,12.47713276,26.47299688,2.647299688,12.87729651,2.655114092,-0.217364283,-0.086063745,5.736051045,84,1.88204335,14.99415995,1.287729651,38.8591092,12.36584238,672.822849,0.455498355,301.6432316,22.70434531,8.687940569,0.170262266,0.099170868
71,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7096254414578, -119.796741758473",600.0010286,10700.00062,10.70000062,0.038,1819.301907,1490279.656,1242.349976,-0.283024458,-0.095674272,7.265843409,84,252.8941987,1819.301907,18.75454545,1490279.656,149.0279656,1242.349976,9.113527534,26.27000046,2.627000046,12.85000038,2.660000086,-0.283024458,-0.095674272,7.265843409,84,1.819301907,14.90279656,1.285000038,72.89419867,12.42349976,696.0664814,0.490278475,213.8723062,23.35433314,8.768872921,0.144408047,0.183830486
72,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7095808527267, -119.795333459573",840.00074,23175.0114,23.1750114,0.213162,1813.438834,1546613.42,1219.772844,-0.096651435,-0.03766109,6.500181266,84,81.4166216,1813.438834,28.92576419,1546613.42,154.661342,1219.772844,9.58032746,26.71056791,2.671056791,12.82681208,2.443580894,-0.096651435,-0.03766109,6.500181266,84,1.813438834,15.4661342,1.282681208,98.5833784,12.19772844,701.5574927,0.462990686,247.8538699,23.56736298,8.784612885,0.149469418,0.121621969
73,,N,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7096926055339, -119.792563291343",1090.000552,25725.01261,25.72501261,0.39492,1793.050834,1470612.14,1213.140015,-0.005578661,-0.009878136,5.023649536,84,74.72289294,1793.050834,6.482490272,1470612.14,147.061214,1213.140015,19.0283951,26.84000015,2.684000015,12.81999969,2.380000114,-0.005578661,-0.009878136,5.023649536,84,1.793050834,14.7061214,1.281999969,105.2771071,12.13140015,729.3505986,0.44304429,215.0347716,24.13803449,8.789810937,0.11816464,0.075686687
74,,A,N,50,25_75,Moderate,500,500,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7097981684324, -119.798761494894",1740.000283,55850.02167,55.85002167,0.199055,1832.893908,1581127.875,1242.349976,-0.120800433,-0.04587608,6.940483112,84,107.307978,1832.893908,19.28698752,1581127.875,158.1127875,1242.349976,6.961778716,26.27000046,2.627000046,12.85000038,2.660000086,-0.120800433,-0.04587608,6.940483112,84,1.832893908,15.81127875,1.285000038,72.69202196,12.42349976,693.7765617,0.451144202,289.07854,22.95828605,8.746616647,0.162345271,0.0807569
75,,A,N,50,75_100,Moderate,500,500,0,25_75,Moderate,250,750,Low,0,,500,500,"34.7098256712362, -119.780492488986",719.9991343,14250.00415,14.25000415,0.943659,1753.450613,1414252.754,1183.300049,-0.208300094,-0.077228707,5.490700144,84,211.669729,1753.450613,14.3028169,1414252.754,141.4252754,1183.300049,14.21565236,27.02000046,2.702000046,12.71000004,2.119999886,-0.208300094,-0.077228707,5.490700144,84,1.753450613,14.14252754,1.271000004,31.66972904,11.83300049,759.1597404,0.579671483,412.6064434,25.49423862,8.659412742,0.29396489,0.25932503
76,,N,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7100472367099, -119.803727035652",619.9999296,13500.00444,13.50000444,0.319915,1866.17345,1474355.27,1240.742515,0.449564009,0.164784446,4.876392005,84,118.2038104,1866.17345,4.246268657,1474355.27,147.435527,1240.742515,17.40839191,26.21403031,2.621403031,12.79962716,2.604029937,0.449564009,0.164784446,4.876392005,84,1.86617345,14.7435527,1.279962716,61.79618961,12.40742515,715.7988322,0.531995688,231.3302317,22.43693136,8.616048813,0.153954743,0.203952691
77,,A,N,25,75_100,Low,250,750,0,25_75,Moderate,250,750,Low,0,,500,500,"34.7110897532097, -119.802203501535",1000.000848,21750.00217,21.75000217,0.514727,1859.856252,1711632.561,1242.349976,-0.570012668,-0.21455545,5.794836972,84,181.9313524,1859.856252,10.53917051,1711632.561,171.1632561,1242.349976,17.93878883,26.27000046,2.627000046,12.85000038,2.660000086,-0.570012668,-0.21455545,5.794836972,84,1.859856252,17.11632561,1.285000038,1.931352396,12.42349976,685.5432317,0.520553207,365.1689142,22.64715701,8.681019343,0.210406252,0.124533019
78,,A,N,0,75_100,None,0,1000,0,75_100,High,0,1000,None,0,,875,125,"34.7107475587055, -119.804510646129",889.9998423,10400.00749,10.40000749,0.346606,1875.832541,1450057.151,1229.244746,-0.925922283,-0.352322625,6.231800091,84,67.75993066,1875.832541,32.3592233,1450057.151,145.0057151,1229.244746,17.13829626,25.81368978,2.581368978,12.43932007,2.203689406,-0.925922283,-0.352322625,6.231800091,84,1.875832541,14.50057151,1.243932007,112.2400693,12.29244746,711.4035797,0.527585953,194.5859524,22.29274718,8.558895429,0.123629055,0.175475643
79,,A,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7119606133527, -119.806986879129",840.00164,11674.99349,11.67499349,0.615572,1907.787739,1578389.106,1227.98999,-0.635573956,-0.231381456,6.470367504,84,153.4231449,1907.787739,38.1092437,1578389.106,157.8389106,1227.98999,12.72315043,25.77000046,2.577000046,12.39999962,2.160000086,-0.635573956,-0.231381456,6.470367504,84,1.907787739,15.78389106,1.239999962,26.57685506,12.2798999,683.3575265,0.513363559,374.1667807,22.06050042,8.466771943,0.240352555,0.17814967
80,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7099894234222, -119.801223974344",1719.998582,33925.00599,33.92500599,0.640543,1840.108262,1621271.823,1242.349976,0.178323311,0.068405018,5.436259162,84,207.8712454,1840.108262,8.01754386,1621271.823,162.1271823,1242.349976,11.33398539,26.27000046,2.627000046,12.85000038,2.660000086,0.178323311,0.068405018,5.436259162,84,1.840108262,16.21271823,1.285000038,27.87124542,12.42349976,699.1068363,0.470226258,332.2246094,22.69704396,8.704976443,0.189241109,0.09811472
81,,A,N,75,1_25,High,750,250,1,0,None,750,250,High,1,,0,1000,"34.7004322336454, -119.576807169507",1210.000058,15975.01177,15.97501177,0.82282,1461.808834,1470587.867,1018.830017,-0.748127225,-0.275851286,7.209323088,93,89.24454177,1461.808834,3735.71519,1470587.867,147.0587867,1018.830017,12.80830612,30.95000076,3.095000076,13.56999969,1.580000043,-0.748127225,-0.275851286,7.209323088,93,1.461808834,14.70587867,1.356999969,90.75545823,10.18830017,789.9649658,0.605658871,1226.272043,34.35123725,8.741934375,0.832051575,0.188634277
83,,A,N,25,25_75,Low,250,750,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7414918028953, -119.629108778281",479.9982228,6300.006099,6.300006099,0.989841,1425.173495,1301209.155,606.3727165,-1.261439732,-0.50422402,5.73882299,86,203.124488,1425.173495,894.4126984,1301209.155,130.1209155,606.3727165,22.06799036,32.18269833,3.218269833,12.94825374,-0.339841266,-1.261439732,-0.50422402,5.73882299,86,1.425173495,13.01209155,1.294825374,23.12448795,6.063727165,849.5817261,0.565225644,888.245842,38.91524124,8.677261829,0.658912793,0.283901667
84,,N,N,75,25_75,High,750,250,1,0,None,750,250,High,1,,0,1000,"34.702400415386, -119.59238171611",850.0011406,10425.00349,10.42500349,0.000785817,1713.435444,1407483.525,1038.040039,-0.008530273,-0.013687592,4.991383855,93,80.44820544,1713.435444,16.93,1407483.525,140.7483525,1038.040039,26.16569958,29.39999962,2.939999962,13.06999969,1.75999999,-0.008530273,-0.013687592,4.991383855,93,1.713435444,14.07483525,1.306999969,99.55179456,10.38040039,745.4630676,0.6291007,1323.41936,31.75643559,8.50538187,1.012340444,0.324845848
85,,N,N,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7042894964087, -119.626563812267",610.0004292,13049.99063,13.04999063,0.365146,1710.574815,1359184.287,937.7853628,-0.080353253,-0.027548218,4.897381495,75.75384615,78.53001938,1710.574815,9.246153846,1359184.287,135.9184287,937.7853628,26.48507554,28.48384637,2.848384637,12.45076942,1.080769245,-0.080353253,-0.027548218,4.897381495,75.75384615,1.710574815,13.59184287,1.245076942,101.4699806,9.377853628,743.6474121,0.538225966,879.4744934,28.70793559,8.440419388,0.616168135,0.250730321
86,,A,Y,5,25_75,None,0,1000,0,25_75,Moderate,0,1000,None,0,,500,500,"34.7011316595283, -119.592696859843",989.9989472,13400.00533,13.40000533,0.077942,1723.985403,1364267.108,1038.040039,-0.468115234,-0.182200623,5.083642899,93,72.51380571,1723.985403,14.46153846,1364267.108,136.4267108,1038.040039,25.90314492,29.39999962,2.939999962,13.06999969,1.75999999,-0.468115234,-0.182200623,5.083642899,93,1.723985403,13.64267108,1.306999969,107.4861943,10.38040039,734.8118809,0.525950323,641.7901372,31.11660971,8.487315859,0.414139783,0.198546226
