OBJECTID *,FID,prefire,postfire,centroid_l,Shape_Leng,Shape_Area,random_sor,Change_in,OBJECTID_1,MEAN,mortality_qualitative,
457,456,25_75,25_75,"34.6957601175917, -119.630893418078",800.000938,12625.00402,0.849017,No Change,457,1865.764067,Moderate,
458,457,25_75,25_75,"34.6967448450368, -119.675380091832",1205.797035,19966.34223,0.925674,No Change,458,1925.652053,Moderate,
459,458,25_75,25_75,"34.696537803865, -119.66753246434",1270.001161,27625.00384,0.345842,No Change,459,1837.218481,Moderate,
460,459,25_75,1_25,"34.6976476061969, -119.678077152042",1119.999453,28700.00433,0.919044,Low Mortality,460,1934.455854,High,
461,460,25_75,1_25,"34.7002412535931, -119.669373915735",3680.000976,106775.0199,0.438687,Low Mortality,461,1786.786274,High,
462,461,75_100,1_25,"34.7024868203614, -119.672847929472",769.999037,12099.99084,0.457545,High Mortality,462,1796.394056,High,
463,462,1_25,0,"34.7025809559494, -119.679818482604",1920.000192,54625.01607,0.310024,Complete Mortality,463,1856.822424,High,
465,464,25_75,25_75,"34.7063614041111, -119.788800549932",729.997935,14674.99606,0.093303,No Change,465,1739.392613,Moderate,
466,465,75_100,1_25,"34.7076948232884, -119.790133490815",569.999927,10325.00398,0.37292,High Mortality,466,1756.221794,Moderate,
467,466,25_75,25_75,"34.7094677796895, -119.784669159537",529.999825,6175.000337,0.367076,No Change,467,1770.476232,Moderate,
468,467,1_25,1_25,"34.709065529895, -119.783378946978",1180.001856,24075.00642,0.905984,No Change,468,1768.961913,Moderate,
469,468,25_75,25_75,"34.7104895173665, -119.78236307608",880.001142,10975.01196,0.482554,No Change,469,1760.410789,Moderate,
470,469,75_100,0,"34.7105366260095, -119.687975793787",2619.999425,54075.02192,0.309282,Complete Mortality,470,1771.447126,High,
471,470,75_100,0,"34.7113625572404, -119.69321113204",3240.001254,111900.0252,0.545135,Complete Mortality,471,1769.674987,High,
472,471,25_75,25_75,"34.7121338152473, -119.808200677687",1100.000652,18800.0096,0.01173,No Change,472,1929.407491,Moderate,
473,472,1_25,0,"34.7150873190602, -119.691594484249",840.00144,10450.00633,0.504495,Complete Mortality,473,1707.66946,High,
474,473,25_75,25_75,"34.7150721336454, -119.805083407231",650.000631,14200.00197,0.735056,No Change,474,1926.998325,Moderate,
475,474,75_100,1_25,"34.6910320156455, -119.660067514879",799.999638,23425.01132,0.605799,High Mortality,475,1963.567509,High,
476,475,75_100,25_75,"34.6919503568253, -119.665048372763",670.000432,14250.00568,0.785158,Low Mortality,476,1933.924058,Moderate,
477,476,1_25,1_25,"34.6944978126774, -119.670253485922",1229.999559,30900.02457,0.791644,No Change,477,1916.185506,Moderate,
478,477,25_75,1_25,"34.6957590141825, -119.634072191603",1000.000348,21000.02297,0.648995,Low Mortality,478,1934.854597,High,
479,478,1_25,1_25,"34.6942553352401, -119.661669735936",1079.999251,34350.01721,0.625365,No Change,479,1903.263597,High,
480,479,1_25,1_25,"34.6958563609828, -119.676122631329",1090.001152,21450.01474,0.883191,No Change,480,1932.07142,Low,
481,480,1_25,0,"34.6983990832574, -119.668191496992",530.000325,10525.00133,0.008481,Complete Mortality,481,1820.651468,High,
482,481,1_25,1_25,"34.698307601535, -119.665055086941",659.999331,9200.00203,0.73077,No Change,482,1772.796331,Low,
483,482,75_100,1_25,"34.7003576954372, -119.675341699505",689.999133,12625.0027,0.052419,High Mortality,483,1840.456121,High,
484,483,25_75,0,"34.7010195932422, -119.676960482783",880.001042,11725.00437,0.504747,Complete Mortality,484,1828.177778,High,
485,484,25_75,0,"34.7011975024924, -119.664456618592",900.000743,15000.00676,0.860837,Complete Mortality,485,1773.171985,High,
486,485,75_100,1_25,"34.7012442346892, -119.673990432977",2294.547764,33652.77239,0.240304,High Mortality,486,1806.418216,High,
487,486,1_25,0,"34.7043579343965, -119.679971329688",1839.999688,34125.00945,0.157316,Complete Mortality,487,1870.876354,High,
488,487,25_75,1_25,"34.705311821611, -119.67513200867",620.00153,7350.003477,0.49327,Low Mortality,488,1730.317734,High,
489,488,1_25,0,"34.7070292149264, -119.683926661095",569.999327,9749.999118,0.261245,Complete Mortality,489,1805.151276,High,
490,489,75_100,0,"34.7084219876318, -119.682285484653",919.999644,20625.00812,0.052568,Complete Mortality,490,1762.228274,High,
491,490,75_100,0,"34.7098494703501, -119.674004210764",1070.000351,25774.99938,0.198375,Complete Mortality,491,1710.097885,High,
492,491,75_100,0,"34.7116663589635, -119.684778418036",1320.001063,19200.00832,0.556004,Complete Mortality,492,1746.461933,High,
493,492,25_75,0,"34.7103949022428, -119.691653044088",3449.999364,130075.0348,0.010443,Complete Mortality,493,1793.633087,High,
494,493,75_100,0,"34.7124649324377, -119.670065458166",759.999636,7600.006611,0.089155,Complete Mortality,494,1601.526226,High,
495,494,25_75,0,"34.7130451670876, -119.693774502593",2200.001205,66625.03509,0.930497,Complete Mortality,495,1756.095288,High,
496,495,25_75,0,"34.7138237476024, -119.690201488699",640.000331,8150.004384,0.752132,Complete Mortality,496,1724.843767,High,
497,496,75_100,0,"34.7124857281604, -119.671091159267",1879.99849,51050.01373,0.645321,Complete Mortality,497,1600.419877,High,
499,498,75_100,0,"34.7149365939009, -119.682618955618",1169.999756,18300.00721,0.683026,Complete Mortality,499,1612.399429,High,
500,499,25_75,25_75,"34.7159935148221, -119.656582408183",1089.998952,27800.01327,0.691812,No Change,500,1549.494198,Moderate,
501,500,25_75,1_25,"34.6950826242169, -119.626921838051",1240.001059,31824.9972,0.198698,Low Mortality,501,1756.701177,Moderate,
502,501,1_25,0,"34.6962681260774, -119.656285470866",980.001147,12674.99877,0.220665,Complete Mortality,502,2029.005327,High,
503,502,25_75,1_25,"34.6999031241374, -119.673656105474",495.242374,7293.011127,0.598571,Low Mortality,503,1852.193781,High,
504,503,25_75,25_75,"34.7000833234857, -119.676029688837",549.999926,5325.004589,0.040039,No Change,504,1850.892177,Low,
505,504,75_100,1_25,"34.7007178294149, -119.660984749269",1200.001357,17425.0021,0.026718,High Mortality,505,1779.101375,High,
506,505,25_75,1_25,"34.7018474147571, -119.664901487253",570.001327,7900.01408,0.973729,Low Mortality,506,1759.866421,High,
507,506,25_75,1_25,"34.7023168151875, -119.674406992091",1452.580233,33804.10126,0.831936,Low Mortality,507,1801.163692,High,
508,507,1_25,1_25,"34.7037138558086, -119.679541225402",859.999141,14550.00196,0.093823,No Change,508,1848.847351,High,
509,508,75_100,25_75,"34.7051928827592, -119.670543979554",510.000124,8324.995027,0.12702,Low Mortality,509,1706.750215,Moderate,
510,509,75_100,1_25,"34.7025490142089, -119.676147244473",4460.003613,100025.0374,0.4907,High Mortality,510,1819.782846,High,
511,510,1_25,0,"34.705909990198, -119.684196613669",839.99984,10899.98992,0.847354,Complete Mortality,511,1822.669261,High,
512,511,25_75,1_25,"34.7090673013649, -119.642207070045",589.999228,13275.00117,0.839976,Low Mortality,512,1583.735175,High,
513,512,25_75,1_25,"34.7090389967083, -119.639941814735",819.999639,15950.01311,0.468747,Low Mortality,513,1569.126533,High,
514,513,75_100,0,"34.7089455825152, -119.673161834875",1020.000149,9724.997837,0.860961,Complete Mortality,514,1724.430188,High,
515,514,75_100,1_25,"34.7094696346759, -119.652656166326",819.998939,15050.00881,0.061997,High Mortality,515,1759.278954,High,
516,515,75_100,0,"34.7110757589971, -119.683967894469",3280.000756,106250.0089,0.441378,Complete Mortality,516,1769.529273,High,
517,516,75_100,0,"34.7131535976221, -119.670455106007",1129.999454,15125.00152,0.076142,Complete Mortality,517,1574.154418,High,
518,517,75_100,0,"34.7137930151385, -119.684828936691",1680.00028,37900.01194,0.704264,Complete Mortality,518,1664.300059,High,
519,518,75_100,1_25,"34.7147792643911, -119.672352148985",2660.001327,99574.98712,0.487445,High Mortality,519,1603.254487,High,
520,519,75_100,0,"34.7132688536963, -119.688752537206",3629.998373,95050.03103,0.516797,Complete Mortality,520,1718.987725,High,
521,520,75_100,75_100,"34.6933063806999, -119.589158323044",1429.997669,35575.00326,0.389026,No Change,521,1817.38975,None,
522,521,75_100,75_100,"34.6961516056254, -119.593623585293",839.999941,22225.00317,0.135171,No Change,522,1855.748016,None,
523,522,75_100,75_100,"34.7061146731233, -119.609289526333",409.999219,6049.999825,0.48393,No Change,523,1770.851615,None,
524,523,25_75,25_75,"34.7063273617299, -119.607281030661",689.999834,11975.00477,0.078165,No Change,524,1752.734717,Low,
525,524,1_25,1_25,"34.6963610951317, -119.58599922525",1070.000351,15000.00297,0.911557,No Change,525,1653.077582,Low,
526,525,25_75,25_75,"34.6948390144167, -119.592675174171",639.998531,13225.00214,0.314849,No Change,526,1889.761651,Moderate,
527,526,1_25,1_25,"34.7056026971637, -119.597571150355",750.000636,11324.99953,0.613483,No Change,527,1685.629392,High,
528,527,25_75,25_75,"34.7063590797441, -119.603074999425",509.998524,8549.996998,0.226589,No Change,528,1689.229977,Low,
529,528,1_25,1_25,"34.6955302227846, -119.596451242348",770.000837,7524.999821,0.610459,No Change,529,1864.604739,None,
530,529,75_100,75_100,"34.695399305818, -119.588411494459",629.999731,10425.00611,0.307461,No Change,530,1691.303186,None,
531,530,1_25,1_25,"34.6965314275151, -119.600795484388",1320.000075,53475.01106,0.994364,No Change,531,1709.804281,None,
532,531,75_100,75_100,"34.7077918360164, -119.602701037827",1409.999768,40724.98043,0.347788,No Change,532,1600.953912,None,
533,532,75_100,25_75,"34.6956358677782, -119.665948646684",1000.000248,24025.00886,0.993581,Low Mortality,533,1862.595715,Moderate,
534,533,75_100,75_100,"34.7021521272381, -119.647644579773",1099.999552,26325.01061,0.115504,No Change,534,1847.543364,Low,
535,534,25_75,25_75,"34.703554507376, -119.788018202867",769.997637,11049.9775,0.587334,No Change,535,1684.733983,None,
536,535,75_100,75_100,"34.7069378932548, -119.801043320745",669.999132,11150.00408,0.555331,No Change,536,1806.139749,Low,
537,536,75_100,25_75,"34.7134322944787, -119.798501945733",1039.99915,16599.99499,0.361465,Low Mortality,537,1788.190932,Low,
538,537,25_75,25_75,"34.6956645601204, -119.659158453475",1480.000771,36250.02014,0.303023,No Change,538,1892.730627,Moderate,
539,538,75_100,25_75,"34.7050380536311, -119.788600429982",989.998647,15449.99817,0.301463,Low Mortality,539,1703.674563,Low,
540,539,25_75,25_75,"34.6950611159424, -119.630791733638",419.531422,5970.525665,0.404741,No Change,540,1869.831574,Moderate,
541,540,75_100,0,"34.6915219073128, -119.658080708973",339.999716,4874.999213,0.587193,Complete Mortality,541,1922.893494,High,
542,541,1_25,1_25,"34.7115736549804, -119.801600693601",480.000023,8099.994451,0.678022,No Change,542,1887.82816,None,
543,542,25_75,1_25,"34.7126375809928, -119.809844866774",1290.000261,36125.02637,0.250788,Low Mortality,543,1971.768314,High,
544,543,25_75,1_25,"34.7145679851089, -119.807900953616",1010.000048,25750.01099,0.364656,Low Mortality,544,1937.899504,Moderate,
545,544,25_75,25_75,"34.6956774316312, -119.587357099664",539.999726,6249.994528,0.677999,No Change,545,1677.107884,None,
546,545,75_100,75_100,"34.696745346345, -119.592673841926",610.000229,12100.00422,0.31924,No Change,546,1817.920284,Low,
547,546,75_100,75_100,"34.7073855515725, -119.607444704662",620.00133,9874.992938,0.518346,No Change,547,1671.740419,Low,
548,547,25_75,25_75,"34.6958808485374, -119.59210620856",1199.999058,16625.01549,0.081145,No Change,548,1856.554342,None,
549,548,25_75,25_75,"34.6954594278649, -119.589190924298",1319.999265,17475.00846,0.98014,No Change,549,1716.685677,None,
550,549,75_100,75_100,"34.6971903672006, -119.572381647954",1580.000376,24775.01355,0.570827,No Change,550,1437.799971,None,
551,550,1_25,1_25,"34.6907993729384, -119.629555680643",550.000526,10825.00228,0.72477,No Change,551,1816.55034,None,
552,551,25_75,25_75,"34.7180338947821, -119.651304843998",1029.999549,14100.0046,0.943436,No Change,552,1427.474094,Low,
553,552,1_25,1_25,"34.7468465865054, -119.661099130987",1120.000753,30375.01102,0.093608,No Change,553,1272.172541,None,
554,553,25_75,1_25,"34.6940299442912, -119.593032832331",1580.000076,39000.01377,0.776273,Low Mortality,554,1921.269834,High,
556,555,75_100,25_75,"34.7024338837251, -119.602229174674",569.999227,10625.00126,0.390541,Low Mortality,556,1794.298213,Moderate,
557,556,75_100,1_25,"34.7035593666239, -119.600028652911",1080.001952,25850.00802,0.200077,High Mortality,557,1743.718166,High,
558,557,75_100,25_75,"34.7050578114246, -119.604089873419",840.000743,20924.9948,0.673278,Low Mortality,558,1745.66943,Moderate,
559,558,75_100,1_25,"34.6916784923255, -119.666738534488",1119.999053,24900.00477,0.067059,High Mortality,559,1963.075697,High,
560,559,25_75,0,"34.6932734577817, -119.660112845529",1719.999382,54550.00894,0.238386,Complete Mortality,560,1926.20055,High,
561,560,25_75,0,"34.6971454873655, -119.652220595887",3109.999249,77100.0315,0.526017,Complete Mortality,561,2062.872616,High,
562,561,25_75,25_75,"34.7120546012471, -119.786631571151",779.999737,22875.00782,0.580373,No Change,562,1796.122529,Moderate,
563,562,25_75,25_75,"34.7151861100486, -119.804050329298",599.999729,11200.00614,0.031043,No Change,563,1921.532678,Moderate,
564,563,75_100,25_75,"34.6955894268932, -119.637862603594",750.000336,15600.00263,0.733562,Low Mortality,564,1931.143986,Moderate,
565,564,25_75,25_75,"34.6964306778885, -119.6349454629",790.000838,19550.00904,0.17717,No Change,565,1883.773481,Low,
566,565,25_75,25_75,"34.697410426769, -119.671251689042",670.000332,7250.001196,0.827887,No Change,566,1850.394024,Low,
567,566,75_100,25_75,"34.7053523335491, -119.654120002568",619.99973,5925.006242,0.058587,Low Mortality,567,1869.588505,Low,
568,567,75_100,75_100,"34.6941562803119, -119.590158284785",869.999443,21325.00803,0.867018,No Change,568,1776.142647,Low,
569,568,75_100,75_100,"34.707862249852, -119.606398292725",710.001135,9774.987429,0.870036,No Change,569,1662.662552,Moderate,
570,569,25_75,25_75,"34.6941747230904, -119.667514590976",950.000145,24075.01132,0.967794,No Change,570,1893.033845,Low,
571,570,75_100,75_100,"34.693256048747, -119.669992491168",360.000317,5350.000125,0.381192,No Change,571,1925.715295,Low,
572,571,25_75,25_75,"34.7004179774832, -119.654071471568",1850.001088,44450.01116,0.395108,No Change,572,1969.241245,Moderate,
573,572,25_75,25_75,"34.6927814904369, -119.670688735293",660.000532,12475.00826,0.002931,No Change,573,1943.577679,Moderate,
574,573,25_75,25_75,"34.703050447801, -119.65126002287",990.000348,23000.0095,0.916108,No Change,574,1906.72352,Low,
575,574,75_100,75_100,"34.692462221774, -119.590157382483",609.99983,8325.007475,0.243683,No Change,575,1859.997973,None,
576,575,75_100,75_100,"34.7025247351197, -119.604876267727",1249.998564,28724.99761,0.543565,No Change,576,1877.926031,Low,
577,576,75_100,25_75,"34.7053417583374, -119.609774941379",1179.998658,20650.00974,0.405777,Low Mortality,577,1821.727893,Low,
578,577,25_75,25_75,"34.6927643335052, -119.590554272608",590.001528,6725.002325,0.181569,No Change,578,1871.645239,None,
579,578,25_75,25_75,"34.6931704683844, -119.591547460175",780.001037,12849.99822,0.631482,No Change,579,1896.876981,None,
580,579,75_100,75_100,"34.706919513794, -119.610667844999",880.000142,28974.99737,0.541016,No Change,580,1788.812254,Moderate,
581,580,25_75,25_75,"34.7073476369668, -119.612907377626",589.997628,11499.98884,0.477193,No Change,581,1792.850671,Moderate,
582,581,75_100,0,"34.6952940161669, -119.640920336552",1029.997549,24375.01206,0.517869,Complete Mortality,582,1982.633103,High,
583,582,1_25,1_25,"34.6919960196852, -119.592029775121",619.999929,8850.004091,0.246489,No Change,583,1960.594429,Low,
584,583,25_75,1_25,"34.7006355467179, -119.593790518916",960.001246,19075.00981,0.396944,Low Mortality,584,1759.922845,Moderate,
585,584,25_75,1_25,"34.701303952628, -119.599415088399",1700.000682,28425.00675,0.404146,Low Mortality,585,1783.813828,Moderate,
587,586,25_75,1_25,"34.7048930437728, -119.603332475584",850.000144,10924.99941,0.753284,Low Mortality,587,1767.141899,High,
588,587,75_100,1_25,"34.6914424282383, -119.668791080162",2409.997215,42100.00551,0.272594,High Mortality,588,1966.291175,High,
589,588,25_75,1_25,"34.6950492552892, -119.660503031263",499.998724,6474.996042,0.598534,Low Mortality,589,1909.780416,High,
590,589,75_100,0,"34.6958318816732, -119.644116451922",1180.000257,36925.00855,0.174076,Complete Mortality,590,2009.805729,High,
591,590,75_100,0,"34.6961837282191, -119.640735256592",889.996843,14875.00777,0.795954,Complete Mortality,591,1979.154634,High,
592,591,1_25,1_25,"34.6958193001774, -119.677779009798",650.001131,13850.0041,0.870551,No Change,592,1937.436373,High,
593,592,75_100,1_25,"34.6982911660842, -119.649282936495",1299.999362,35049.98275,0.611883,High Mortality,593,2012.375598,High,
594,593,75_100,0,"34.698731219743, -119.652106828432",1409.999267,51375.01958,0.322507,Complete Mortality,594,2035.945048,High,
595,594,1_25,1_25,"34.7086623190466, -119.793451283006",629.99963,10674.99076,0.554675,No Change,595,1808.0461,Low,
596,595,1_25,1_25,"34.7104469449306, -119.794062294337",580.001428,6424.997532,0.65993,No Change,596,1816.6514,Moderate,
597,596,25_75,25_75,"34.7109396740977, -119.786328618709",599.999629,9125.001131,0.558396,No Change,597,1787.712124,Low,
598,597,25_75,1_25,"34.7177279626041, -119.801812621376",520.001325,6425.005525,0.598789,Low Mortality,598,1824.040591,High,
599,598,75_100,1_25,"34.6944952663813, -119.638315941408",1340.000764,29250.00911,0.733331,High Mortality,599,1965.265949,High,
600,599,1_25,0,"34.6955959768577, -119.661202681601",353.588128,4119.897933,0.22118,Complete Mortality,600,1903.73167,High,
601,600,75_100,0,"34.6971119876025, -119.643708460459",1080.001752,22275.00885,0.282547,Complete Mortality,601,1978.223501,High,
602,601,75_100,1_25,"34.6970193676194, -119.647659778424",1419.999468,47400.0091,0.984847,High Mortality,602,1998.394957,High,
603,602,25_75,25_75,"34.6976279040367, -119.668307630354",650.000431,9175.007262,0.159724,No Change,603,1844.93666,High,
604,603,75_100,1_25,"34.6985177592103, -119.650531788724",1050.00125,16700.00101,0.447897,High Mortality,604,2020.570497,High,
605,604,75_100,1_25,"34.6989594691947, -119.669784949979",850.00004,20325.00875,0.544333,High Mortality,605,1811.000035,High,
606,605,75_100,75_100,"34.6947050985129, -119.587832866227",580.000028,8875.006908,0.509515,No Change,606,1751.475487,None,
607,606,75_100,75_100,"34.702774123699, -119.603497383028",849.998343,15024.99699,0.467804,No Change,607,1790.232548,None,
608,607,75_100,25_75,"34.7053739292686, -119.599842653682",1300.000165,13650.01605,0.353964,Low Mortality,608,1654.515772,Moderate,
609,608,75_100,1_25,"34.6956704847069, -119.636351803426",529.998825,8925.000704,0.602965,High Mortality,609,1929.981519,High,
610,609,75_100,1_25,"34.6967896101832, -119.641336791197",1349.998865,22425.00114,0.254561,High Mortality,610,1975.879232,High,
611,610,75_100,0,"34.697310634956, -119.644626638735",1090.001552,10149.99734,0.691759,Complete Mortality,611,1997.272797,High,
612,611,75_100,1_25,"34.6981954009678, -119.646214836008",1709.998582,17074.99708,0.227056,High Mortality,612,1934.827389,High,
613,612,25_75,1_25,"34.6983166653006, -119.669248931869",960.000146,17050.0025,0.204547,Low Mortality,613,1827.947733,High,
614,613,75_100,1_25,"34.6991989372214, -119.650480072336",810.000739,8074.995583,0.632819,High Mortality,614,1997.937941,High,
615,614,25_75,0,"34.6988328322894, -119.659020269556",1599.999676,37900.0071,0.421112,Complete Mortality,615,1880.310164,High,
616,615,75_100,0,"34.7077586277987, -119.640220135555",1179.999957,28950.01116,0.404132,Complete Mortality,616,1570.493529,High,
617,616,25_75,1_25,"34.7121925106146, -119.788040199421",1040.00055,28199.97976,0.538679,Low Mortality,617,1786.004524,Low,
618,617,25_75,0,"34.7185286549118, -119.678122519751",1710.002382,18825.00022,0.187379,Complete Mortality,618,1477.394982,High,
619,618,75_100,1_25,"34.7160041077404, -119.805234060601",579.999228,6750.000227,0.617454,High Mortality,619,1882.972319,High,
620,619,75_100,25_75,"34.6933985430353, -119.667104804114",1630.000878,32475.00767,0.65401,Low Mortality,620,1930.415798,Moderate,
621,620,75_100,75_100,"34.6936539823584, -119.669151516965",1100.000152,27450.01069,0.769464,No Change,621,1905.558243,Moderate,
622,621,75_100,25_75,"34.697366504969, -119.642382760037",669.999332,14475.00712,0.628937,Low Mortality,622,1953.42733,Moderate,
623,622,75_100,25_75,"34.702167939428, -119.65450112402",589.998728,13075.00832,0.603075,Low Mortality,623,1934.444627,Moderate,
624,623,75_100,25_75,"34.695514607278, -119.671159304394",2089.9988,52750.00641,0.454545,Low Mortality,624,1885.205089,Moderate,
625,624,75_100,25_75,"34.6984683724303, -119.642936863199",820.000439,18200.00322,0.634987,Low Mortality,625,1918.859778,Moderate,
626,625,25_75,25_75,"34.6947524654712, -119.590642332646",879.999643,15725.00393,0.1298,No Change,626,1784.640555,Low,
627,626,75_100,75_100,"34.7001697909419, -119.598128930008",1290.000164,39750.00978,0.461649,No Change,627,1855.33105,Low,
628,627,75_100,25_75,"34.7028689102856, -119.601060443782",1629.99958,44075.01512,0.38479,Low Mortality,628,1770.612318,Moderate,
629,628,75_100,25_75,"34.7049991313138, -119.599029536288",960.002047,23199.9977,0.04469,Low Mortality,629,1684.357225,Moderate,
630,629,25_75,25_75,"34.6924671141243, -119.59127375799",630.00193,9224.99994,0.902291,No Change,630,1913.994607,Low,
631,630,75_100,75_100,"34.6903012263914, -119.586392229708",630.000531,8850.005024,0.89744,No Change,631,1755.195947,None,
632,631,75_100,75_100,"34.7057212508175, -119.605046630804",1349.998965,23875.00777,0.469759,No Change,632,1707.633734,None,
633,632,25_75,25_75,"34.6917328267495, -119.590630036377",1109.999153,16275.01761,0.382756,No Change,633,1948.925536,Low,
634,633,25_75,25_75,"34.700552595249, -119.59977360314",530.001925,8450.008368,0.994201,No Change,634,1866.377868,Moderate,
635,634,1_25,1_25,"34.7068164128714, -119.792754611866",690.001833,12950.00763,0.92361,No Change,635,1786.449607,Low,
637,636,25_75,25_75,"34.7122349947008, -119.784871137847",570.001327,7075.00609,0.240592,No Change,637,1781.190026,Low,
638,637,25_75,25_75,"34.7171060843501, -119.656217792918",430.985318,8371.416337,0.533711,No Change,638,1526.291427,Low,
639,638,75_100,25_75,"34.7147141369685, -119.802564355271",1550.000074,46900.00818,0.966511,Low Mortality,639,1888.482334,Moderate,
640,639,75_100,75_100,"34.7025586595313, -119.648415772843",769.999837,9525.001668,0.215434,No Change,640,1838.659264,Low,
641,640,25_75,25_75,"34.7060960605139, -119.782390560291",659.999431,10899.99719,0.936353,No Change,641,1739.780754,Low,
642,641,75_100,75_100,"34.6974459738463, -119.637079007649",940.001645,14675.00561,0.567636,No Change,642,1840.436247,Low,
643,642,1_25,1_25,"34.7059768861907, -119.801279621561",599.999529,8524.99831,0.130086,No Change,643,1760.553178,None,
644,643,75_100,25_75,"34.6977601075495, -119.664328076789",1350.000565,28700.00686,0.629847,Low Mortality,644,1809.969451,Moderate,
645,644,25_75,25_75,"34.7062642452109, -119.790582892711",579.998728,11125.00484,0.629209,No Change,645,1733.084047,Low,
646,645,25_75,25_75,"34.7068458108301, -119.64874724781",557.007432,8101.16377,0.978676,No Change,646,1713.395398,None,
647,646,25_75,25_75,"34.7148694708111, -119.647330585019",660.001331,10475.01292,0.02645,No Change,647,1460.029899,None,
648,647,1_25,1_25,"34.7207216398026, -119.791173962003",607.544617,6830.825655,0.243794,No Change,648,1589.756641,None,
649,648,1_25,1_25,"34.7209144355477, -119.788453730492",398.924538,4698.362163,0.272217,No Change,649,1561.452887,None,
650,649,75_100,75_100,"34.711465689283, -119.650139001787",452.243913,6657.221718,0.672921,No Change,650,1635.843304,None,
651,650,25_75,25_75,"34.7145637077358, -119.656628009899",949.998946,21150.00194,0.870382,No Change,651,1576.276748,Low,
652,651,75_100,25_75,"34.7108822316595, -119.796696743198",2390.004514,55100.03002,0.340757,Low Mortality,652,1801.556218,Moderate,
653,652,25_75,25_75,"34.7165740390428, -119.655366001908",679.999432,9574.999796,0.522769,No Change,653,1492.180432,Low,
654,653,75_100,1_25,"34.7145374161054, -119.794185332793",566.542292,10256.63277,0.645987,High Mortality,654,1704.981064,High,
655,654,25_75,1_25,"34.6957910281213, -119.660331076003",490.000123,6950.003917,0.589267,Low Mortality,655,1895.348724,Moderate,
656,655,75_100,25_75,"34.6967229688569, -119.63351652057",1200.000657,32575.00647,0.815013,Low Mortality,656,1870.208221,Moderate,
657,656,75_100,25_75,"34.707468726039, -119.789050830014",1109.998253,24875.0106,0.244305,Low Mortality,657,1748.593034,Moderate,
658,657,25_75,25_75,"34.698760083878, -119.676618783721",910.000344,24625.00879,0.799433,No Change,658,1884.149473,Low,
659,658,75_100,75_100,"34.711975989333, -119.797537902488",810.001639,17550.00082,0.543912,No Change,659,1832.154798,Low,
660,659,25_75,25_75,"34.7120074007557, -119.79207053756",990.000647,19300.00718,0.225813,No Change,660,1787.345468,Low,
661,660,75_100,75_100,"34.7139333414643, -119.799426793597",629.276622,9256.743382,0.95865,No Change,661,1835.855941,Low,
662,661,25_75,1_25,"34.7175651442991, -119.803990462831",758.199523,7005.863752,0.540531,Low Mortality,662,1833.682111,High,
663,662,1_25,1_25,"34.7190933143339, -119.810160453325",890.000242,17224.99682,0.173327,No Change,663,1927.555048,None,
664,663,25_75,25_75,"34.7084029728393, -119.649055576371",690.000133,13850.00158,0.558132,No Change,664,1686.935821,Moderate,
665,664,75_100,25_75,"34.7133688432452, -119.650528150688",1357.582534,19320.55451,0.373221,Low Mortality,665,1605.445643,Moderate,
666,665,25_75,25_75,"34.7127746624266, -119.795529672103",565.739319,13052.26591,0.14024,No Change,666,1757.585747,Moderate,
667,666,25_75,25_75,"34.7137327103354, -119.797602941577",460.000122,4950.004766,0.47767,No Change,667,1780.491394,Low,
668,667,75_100,25_75,"34.7150155642759, -119.793342752709",749.999336,10975.00342,0.766451,Low Mortality,668,1687.740459,Low,
669,668,75_100,75_100,"34.7148186311841, -119.799512078716",650.000231,11375.00103,0.430492,No Change,669,1826.118424,None,
670,669,25_75,25_75,"34.7183012633684, -119.789605146311",869.997541,15850.00279,0.254233,No Change,670,1661.377629,None,
671,670,75_100,75_100,"34.7126104201623, -119.7979830177",720.000634,7950.00317,0.066323,No Change,671,1821.146162,None,
672,671,25_75,25_75,"34.7468046278367, -119.663954571693",540.001326,8349.997547,0.178691,No Change,672,1258.220263,None,
673,672,25_75,25_75,"34.7018970793355, -119.663637003684",740.000235,13524.99723,0.345539,No Change,673,1734.072539,Low,
674,673,75_100,75_100,"34.7077041504432, -119.791814199365",969.998346,10825.00043,0.900886,No Change,674,1747.539179,None,
675,674,75_100,75_100,"34.7108692483501, -119.641783029979",979.999847,23050.00476,0.452242,No Change,675,1549.428943,Low,
676,675,1_25,1_25,"34.7042288687242, -119.638801715895",1030.001249,33400.01281,0.275293,No Change,676,1668.57154,Low,
677,676,75_100,25_75,"34.7056500265468, -119.635873667634",810.000239,15374.99996,0.491196,Low Mortality,677,1616.369577,Low,
678,677,75_100,75_100,"34.7070884904618, -119.65365342814",960.000346,22974.98326,0.588392,No Change,678,1805.224028,Low,
679,678,25_75,25_75,"34.712780219703, -119.664850943745",584.61209,7055.973579,0.18482,No Change,679,1428.509532,None,
680,679,75_100,75_100,"34.7157707702763, -119.792447409123",619.99923,11650.00662,0.130294,No Change,680,1652.19081,None,
681,680,25_75,25_75,"34.7423292394593, -119.652272431334",1059.999551,25475.00017,0.29918,No Change,681,1619.613516,None,
682,681,1_25,1_25,"34.7194967278373, -119.79731450321",695.552351,6506.964938,0.533418,No Change,682,1713.852268,None,
683,682,75_100,75_100,"34.7458594206161, -119.659866153525",830.001141,13075.01068,0.459739,No Change,683,1319.193114,None,
684,683,75_100,75_100,"34.7030113035621, -119.643380493428",475.691294,8520.138976,0.414198,No Change,684,1702.818922,Low,
